"Author","CSCL_1995","CSCL_1997","CSCL_1999","CSCL_2002","CSCL_2003","CSCL_2005","CSCL_2007","CSCL_2009","CSCL_2011","CSCL_2013","CSCL_2015","CSCL_2017","CSCL_2019","ICLS_1996","ICLS_1998","ICLS_2000","ICLS_2004","ICLS_2006","ICLS_2008","ICLS_2010","ICLS_2012","ICLS_2014","ICLS_2016","ICLS_2018","ICLS_2020","ISLS_2021","tDegr"
"Markauskaite__Lina",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,3,10,3,7,19,0,49
"Borge__Marcela",0,0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,0,0,0,1,0,1,3,3,9,19,49
"Silvis__Deborah",0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,1,19,4,49
"Bonsignore__Elizabeth",0,0,0,0,0,0,0,0,0,9,5,0,6,0,0,0,0,0,0,0,11,10,0,7,0,0,48
"Manz__Eve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,4,48
"Lakkala__Minna",0,0,2,3,0,0,0,6,9,0,0,0,0,0,0,0,0,1,13,0,0,10,0,0,3,0,47
"Tan__Seng_Chee",0,0,0,0,0,0,0,0,5,0,0,23,13,0,0,0,0,0,1,0,0,0,4,1,0,0,47
"Planey__James",0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,20,3,47
"Uttamchandani__Suraj",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,1,28,0,47
"Basu__Satabdi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,31,5,6,47
"Correnti__Richard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47
"Lenton__Kevin",0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,0,0,0,0,0,0,6,19,5,0,0,46
"Wendel__Daniel",0,0,0,0,0,0,0,0,0,7,9,0,8,0,0,0,0,3,0,0,0,0,0,0,19,0,46
"Lee__Hee.Sun",0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,2,10,9,0,3,0,0,8,0,46
"Horn__Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,46
"Maltese__Adam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,46
"Matsumura__Lindsay_Clare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46
"Walsh__Maggie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46
"Vogel__Freydis",0,0,0,0,0,0,0,0,0,5,5,5,10,0,0,0,0,0,0,0,5,2,4,0,9,0,45
"Matsuzawa__Yoshiaki",0,0,0,0,0,0,0,0,0,0,3,33,2,0,0,0,0,0,0,0,4,0,3,0,0,0,45
"Osborne__Jonathan",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,26,0,0,45
"Walton__Margaret",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,45
"Richter__Christoph",0,0,0,0,2,0,0,0,10,0,3,0,4,0,0,0,1,0,13,0,0,3,0,0,8,0,44
"Jona__Kemi",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,29,0,1,44
"Shim__Jooeun",0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,2,22,5,44
"Scheiter__Katharina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,4,0,16,44
"Krist__Christina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,8,22,44
"Finzer__William",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,7,44
"Davis__Elizabeth_A.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,0,0,0,29,43
"Radinsky__Josh",0,5,0,0,0,0,0,0,0,5,0,0,2,0,0,0,8,0,2,3,0,0,0,16,0,2,43
"Steinkuehler__Constance",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,4,0,17,0,0,9,0,0,0,43
"Wegerif__Rupert",0,0,0,0,0,0,9,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,43
"Gobert__Janice",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,6,10,4,2,2,0,8,43
"Kosonen__Kari",0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,1,13,0,0,10,0,0,0,0,43
"Schoenfeld__Ilana",0,0,0,0,0,0,0,0,0,7,9,0,8,0,0,0,0,0,0,0,0,0,0,0,19,0,43
"Baram.Tsabari__Ayelet",0,0,0,0,0,0,0,0,0,0,17,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,43
"Tal__Tali",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,43
"Mott__Bradford",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,15,43
"Walkington__Candace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,22,6,7,43
"Garner__Brette",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,0,43
"Lopez__M._Lisette",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,43
"De_Wever__Bram",0,0,0,0,0,3,3,0,7,2,0,3,0,0,0,0,0,0,0,8,9,0,0,1,0,6,42
"Herrenkohl__Leslie",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,29,42
"Vye__Nancy",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,6,9,12,0,0,0,0,42
"Honwad__Sameer",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,8,0,10,0,0,0,0,42
"Lee__Christine",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,21,4,5,42
"Mertl__Veronique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,9,0,0,0,0,0,0,42
"Bricker__Leah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,20,0,42
"Schwartz__Daniel_L.",0,2,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,6,0,2,0,16,0,5,0,0,41
"Ludvigsen__Sten",0,0,0,3,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,10,0,7,0,0,41
"Trausan.Matu__Stefan",0,0,0,0,0,0,0,1,20,4,3,6,4,0,0,0,0,0,0,0,0,0,0,3,0,0,41
"Kent__Carmel",0,0,0,0,0,0,0,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"Rafaeli__Sheizaf",0,0,0,0,0,0,0,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"Shehab__Saadeddine",0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,5,2,20,41
"Hall__Allison",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,0,41
"Adams__Deanne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,0,0,41
"Hooper__Paula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41
"Swart__Michael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,41
"Jermann__Patrick",0,0,0,0,0,0,2,7,9,3,4,9,0,0,0,0,0,0,0,0,0,2,0,0,0,4,40
"Oshima__Ritsuko",0,0,0,6,0,0,0,0,0,1,2,3,4,0,2,2,2,0,1,0,5,2,2,4,1,3,40
"Halverson__Erica",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,14,0,1,16,0,40
"Chai__Shaoming",0,0,0,0,0,0,0,0,17,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"Chang__Hsin.Yi",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,10,9,2,0,0,0,0,0,40
"D.Angelo__Cynthia",0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,3,0,0,5,0,4,18,0,40
"Ehrenfeld__Nadav",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,38,0,40
"Lanouette__Kathryn",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,8,29,0,40
"Sankaranarayanan__Sreecharan",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,8,7,40
"McGee__Steven",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,7,0,0,8,12,40
"Jurow__A._Susan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,19,0,0,40
"Gupta__Ayush",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,7,15,0,40
"Bernstein__Debra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,30,0,40
"de_Royston__Maxine_McKinney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,40
"Parikh__Tapan_S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,40
"Liu__Lei",0,0,0,0,0,2,1,3,1,0,3,9,0,0,0,0,2,2,8,1,0,0,0,0,7,0,39
"Metcalf__Shari",0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,0,39
"Jung__Yong_Ju",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,34,0,39
"Gomoll__Andrea",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,8,2,39
"Lee__Seung",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,10,39
"Reich__Justin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,39
"Wendell__Kristen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,39
"Amato__Anna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,39
"Miyake__Naomi",0,0,0,0,0,1,7,0,6,6,0,0,0,0,0,1,1,0,0,0,16,0,0,0,0,0,38
"Lundh__Patrik",0,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0,4,8,0,0,3,0,0,38
"Eberbach__Catherine",0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,13,4,13,0,0,0,0,38
"Messina__Richard",0,0,0,0,0,0,0,0,15,6,13,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,38
"Gaydos__Matthew",0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,0,0,15,8,0,0,0,38
"Martinez.Maldonado__Roberto",0,0,0,0,0,0,0,0,0,4,26,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,38
"Yip__Jason",0,0,0,0,0,0,0,0,0,3,0,2,10,0,0,0,0,0,0,0,6,10,0,7,0,0,38
"Sagy__Ornit",0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,2,26,4,0,38
"Hickey__Daniel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,18,2,0,7,0,2,0,38
"Edwards__Kelsey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,38
"Hladik__Stephanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,2,38
"Penuel__Bill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38
"Zivic__Aliza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,38
"Cortez__Arturo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,38
"Kwon__Kyungbin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38
"Lange__Kimiko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38
"Kato__Hiroshi",1,5,2,0,0,8,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,37
"Resendes__Monica",0,0,0,0,0,0,0,0,19,4,0,3,5,0,0,0,0,0,0,1,5,0,0,0,0,0,37
"Gravel__Brian",0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,9,0,0,0,0,2,0,20,0,37
"Barzilai__Sarit",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,13,0,5,37
"Telhan__Orkan",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,11,0,0,0,37
"Hilton__Michael",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,7,37
"Sakr__Majd",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,7,37
"Brush__Thomas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,0,37
"Scalone__Giovanna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,9,6,0,0,0,0,37
"Puttick__Gillian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,30,0,37
"Xiao__Sihan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,30,0,37
"Erickson__Tim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,37
"O.Neill__D._Kevin",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,18,0,0,0,0,36
"Suzuki__Hideyuki",1,5,2,1,0,0,0,0,3,5,5,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,36
"Tscholl__Michael",0,0,0,0,0,2,0,3,0,1,0,3,0,0,0,0,0,0,1,0,0,10,0,2,14,0,36
"Chen__Jennifer_King",0,0,0,0,0,0,0,0,18,7,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,36
"de_Jong__Frank",0,0,0,0,0,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"Zhang__Baohui",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,13,3,2,0,0,0,0,0,36
"Choi__Gi_Woong",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,2,0,24,0,36
"Danahy__Ethan",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,36
"Roque__Ricarose",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,2,14,7,0,36
"Wang__Xu",0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,3,3,6,0,36
"Hutchins__Nicole",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,0,36
"Snyder__Caitlin",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,4,36
"Kirshner__Ben",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,12,0,36
"Roll__Ido",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,21,0,0,0,2,36
"Wingert__Kerri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,10,0,36
"Herbel.Eisenmann__Beth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,36
"Vickery__Morgan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,36
"Chen__Gaowei",0,0,0,0,0,0,1,0,2,9,0,0,6,0,0,0,0,0,1,2,0,2,0,5,4,3,35
"Bransford__John",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,6,9,6,0,0,0,0,35
"Brennan__Karen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,27,3,35
"Schwendimann__Beat",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,35
"Stieff__Mike",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,6,2,2,10,4,5,1,35
"Lewis__Daniel_Rees",0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,5,5,18,35
"Ma__Leanne",0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,3,4,14,0,35
"Bogart__Christopher",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,7,35
"Clark__Heather",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35
"Cottone__Amanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,35
"Barab__Sasha",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,4,0,1,0,7,0,0,34
"Chiu__Ming_Ming",0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,34
"Rose__Carolyn_P.",0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,34
"Sawyer__Keith",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34
"Xie__Charles",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,6,0,34
"Easterday__Matthew",0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,18,34
"Scheintaub__Hal",0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,34
"Wagh__Aditi",0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,5,0,1,0,21,34
"Elby__Andrew",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,11,0,1,14,3,34
"Damelin__Daniel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
"X_",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,5,2,0,0,4,33
"van_Joolingen__Wouter",0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,33
"Vatrapu__Ravi",0,0,0,0,0,0,5,2,1,4,0,0,0,0,0,0,0,0,0,6,10,0,5,0,0,0,33
"Goodyear__Peter",0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,33
"Lasry__Nathaniel",0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,6,2,6,0,5,0,0,33
"Clarke.Midura__Jody",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,7,0,0,3,6,5,33
"Puhl__Thomas",0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,10,9,0,9,0,33
"Boyer__Kristy_Elizabeth",0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,1,7,12,33
"Recker__Mimi",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,4,0,2,3,5,33
"Siyahhan__Sinem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,24,0,0,0,0,33
"Levinson__Amber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24,0,0,0,0,33
"Stein__Mary_Kay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30,0,33
"Stephens__A._Lynn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,33
"Bywater__Jim_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33
"Schunn__Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,33
"Simpson__Amber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,4,33
"Coenraad__Merijke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,33
"Dominguez__Ximena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,33
"Franklin__Diana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33
"Griesemer__Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33
"Murzynski__Christina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33
"Karlgren__Klas",0,0,0,1,0,0,0,6,9,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,32
"Zemel__Alan",0,0,0,0,5,3,5,4,0,0,0,0,0,0,0,0,2,7,2,2,0,2,0,0,0,0,32
"Strijbos__Jan.Willem",0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,16,2,0,0,0,32
"Hever__Rakheli",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,32
"Janssen__Jeroen",0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,32
"Laffey__James",0,0,0,0,0,0,4,7,4,1,0,0,7,0,0,3,0,0,0,6,0,0,0,0,0,0,32
"Higgins__Steve",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,32
"Loibl__Katharina",0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,13,7,1,0,5,32
"Bumbacher__Engin",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,9,32
"Wylie__Ruth",0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,2,0,8,0,0,9,5,32
"Varma__Keisha",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,8,1,0,0,2,9,1,32
"Dubovi__Ilana",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,2,32
"Radkowitsch__Anika",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,5,32
"Luehmann__April",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,16,0,0,32
"Barnett__Michael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,3,0,32
"Nasir__Na.ilah_Suad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,16,0,0,0,0,32
"Hayes__Elisabeth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,32
"Rodriguez__Lilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,32
"Gibbons__Lynsey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32
"Nicholas__Celeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32
"Rogers__Meredith_Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32
"Martin__Lee",0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,12,0,7,0,1,0,0,0,0,31
"Teasley__Stephanie_D.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,5,0,9,0,2,0,0,0,0,31
"Jordan__Rebecca",0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,8,8,4,0,0,0,0,0,31
"Montané__Mireia",0,0,0,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"Prieto__Luis_P.",0,0,0,0,0,0,0,0,5,4,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"Dasgupta__Chandan",0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,3,5,1,0,8,0,2,31
"Kahn__Jennifer",0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,13,0,31
"Kim__Soo_Hyeon",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,1,31
"Stromholt__Shelley",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,12,0,0,0,31
"Bae__Haesol",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,10,7,31
"Goldman__Susan",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,7,3,0,0,0,0,0,0,31
"Lester__James",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,15,31
"Vahey__Philip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29,0,31
"Millner__Amon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,20,0,31
"Wright__Christopher_G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,22,0,31
"Mathayas__Nitasha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,20,31
"Villanosa__Krystal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,21,2,31
"Gravell__Jamie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,31
"Moore__John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31
"Valerie__Jesslyn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31
"Kanselaar__Gellof",1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,30
"Kim__Beaumie",0,0,0,2,0,1,0,6,2,0,0,0,0,0,0,0,0,0,9,0,4,0,0,1,3,2,30
